bedrooms,bathrooms,area,lot_area,tax_value,year_built,fips,date_sold
4.0,3.0,2859.0,19092.0,899801.0,1952.0,6037.0,2017-07-07
4.0,3.0,2244.0,6448.0,645000.0,1963.0,6059.0,2017-08-25
4.0,2.0,1723.0,6490.0,236444.0,1951.0,6037.0,2017-08-23
4.0,3.0,1854.0,6648.0,304946.0,1974.0,6111.0,2017-07-24
3.0,2.0,1344.0,4195.0,550000.0,1992.0,6037.0,2017-01-11
3.0,2.0,1308.0,4596.0,243710.0,1940.0,6037.0,2017-05-16
3.0,2.0,1970.0,10182.0,170474.0,1977.0,6037.0,2017-02-14
2.0,1.0,1108.0,5875.0,169492.0,1923.0,6037.0,2017-03-20
3.0,2.0,1498.0,7500.0,244213.0,1926.0,6059.0,2017-08-24
4.0,2.0,1574.0,7034.0,138689.0,1971.0,6037.0,2017-03-17
3.0,3.0,2109.0,4800.0,354724.0,1978.0,6059.0,2017-08-30
3.0,2.0,1231.0,6418.0,298607.0,1953.0,6037.0,2017-01-11
3.0,1.0,1248.0,3224.0,517663.0,1917.0,6037.0,2017-06-30
3.0,2.0,1433.0,5481.0,224510.0,1989.0,6111.0,2017-09-08
4.0,3.0,1754.0,7560.0,427489.0,1956.0,6037.0,2017-07-26
3.0,2.0,1869.0,6741.0,292880.0,1929.0,6037.0,2017-03-23
3.0,2.0,1619.0,8254.0,691307.0,1954.0,6037.0,2017-01-11
3.0,2.0,1226.0,6993.0,343167.0,1954.0,6037.0,2017-09-18
2.0,1.0,1068.0,5454.0,52146.0,1938.0,6037.0,2017-07-03
4.0,2.0,1851.0,5228.0,96468.0,1953.0,6037.0,2017-05-17
3.0,3.0,1923.0,8539.0,479776.0,1957.0,6037.0,2017-04-28
4.0,2.0,1901.0,9280.0,261396.0,1963.0,6059.0,2017-02-23
3.0,3.0,1804.0,5008.0,776649.0,1950.0,6037.0,2017-05-05
2.0,2.0,1386.0,5913.0,531000.0,1925.0,6037.0,2017-03-20
5.0,3.0,3319.0,12365.0,560920.0,1977.0,6037.0,2017-07-07
2.0,1.5,1082.0,6000.0,96043.0,1961.0,6111.0,2017-01-05
3.0,2.0,1533.0,5995.0,62114.0,1954.0,6059.0,2017-02-23
3.0,2.0,1136.0,6955.0,209086.0,1963.0,6059.0,2017-07-10
2.0,2.0,1270.0,3424.0,403194.0,1966.0,6059.0,2017-08-30
4.0,3.0,3011.0,14268.0,947619.0,1976.0,6037.0,2017-01-27
2.0,2.0,1307.0,5935.0,397468.0,1949.0,6037.0,2017-07-28
3.0,1.0,1062.0,7592.0,46187.0,1954.0,6059.0,2017-04-12
4.0,3.0,1939.0,8351.0,300609.0,1958.0,6037.0,2017-07-05
4.0,2.0,1363.0,7347.0,431481.0,1978.0,6059.0,2017-05-31
4.0,3.0,2991.0,7193.0,538022.0,2005.0,6037.0,2017-03-28
2.0,1.0,1223.0,5169.0,254486.0,1924.0,6037.0,2017-03-24
3.0,2.0,1827.0,7524.0,830729.0,1963.0,6059.0,2017-08-25
3.0,1.0,1096.0,4555.0,114931.0,1920.0,6037.0,2017-05-15
4.0,2.5,2441.0,6039.0,831489.0,1965.0,6059.0,2017-08-28
3.0,1.0,2020.0,113079.0,169765.0,1954.0,6037.0,2017-01-16
3.0,1.0,1008.0,5135.0,234298.0,1955.0,6037.0,2017-05-19
3.0,2.0,1132.0,5084.0,430780.0,1977.0,6037.0,2017-02-16
3.0,1.0,1151.0,6203.0,508507.0,1952.0,6037.0,2017-01-13
3.0,2.0,1130.0,7000.0,307698.0,1952.0,6037.0,2017-01-12
2.0,1.0,1525.0,5592.0,27905.0,1909.0,6037.0,2017-01-23
4.0,3.0,1860.0,6970.0,271863.0,1956.0,6059.0,2017-07-10
4.0,3.0,3387.0,9968.0,719484.0,1998.0,6037.0,2017-03-28
3.0,2.0,1412.0,5000.0,95240.0,1955.0,6037.0,2017-03-21
4.0,2.5,1936.0,4860.0,298060.0,1995.0,6059.0,2017-05-31
2.0,1.0,1117.0,7800.0,193647.0,1937.0,6037.0,2017-03-20
4.0,3.0,2507.0,4742.0,654244.0,2001.0,6059.0,2017-04-21
3.0,1.0,1256.0,11663.0,403953.0,1900.0,6037.0,2017-01-30
4.0,2.0,1956.0,8240.0,451453.0,1957.0,6059.0,2017-07-12
2.0,1.0,932.0,6451.0,367613.0,1941.0,6037.0,2017-05-23
3.0,2.0,1359.0,6060.0,153762.0,1973.0,6111.0,2017-06-09
3.0,2.0,1840.0,4489.0,251658.0,1952.0,6037.0,2017-08-04
5.0,3.0,2378.0,10801.0,525314.0,1965.0,6111.0,2017-07-26
4.0,3.0,2472.0,7504.0,519936.0,1978.0,6037.0,2017-06-16
3.0,3.0,2963.0,5225.0,566153.0,1992.0,6059.0,2017-07-14
4.0,2.0,1836.0,13554.0,318309.0,1936.0,6037.0,2017-01-09
4.0,2.0,1776.0,86433.0,703333.0,1946.0,6037.0,2017-09-13
4.0,2.0,1743.0,6992.0,93901.0,1959.0,6059.0,2017-04-12
5.0,3.0,2995.0,5707.0,643316.0,1999.0,6059.0,2017-03-01
4.0,4.0,2272.0,9735.0,452318.0,1970.0,6037.0,2017-02-16
2.0,1.0,1245.0,6671.0,262052.0,1947.0,6037.0,2017-06-14
3.0,1.0,964.0,7441.0,94635.0,1957.0,6037.0,2017-07-05
3.0,2.0,1231.0,8190.0,436772.0,1954.0,6059.0,2017-08-25
2.0,1.0,790.0,5609.0,47376.0,1944.0,6037.0,2017-09-14
3.0,1.0,1202.0,9117.0,33495.0,1926.0,6037.0,2017-08-22
3.0,2.0,1373.0,6000.0,51683.0,1959.0,6111.0,2017-01-05
4.0,3.0,2794.0,10542.0,339502.0,1981.0,6037.0,2017-05-25
4.0,2.0,1276.0,7102.0,308235.0,1956.0,6059.0,2017-07-07
3.0,3.0,2637.0,14446.0,944182.0,1994.0,6059.0,2017-06-01
2.0,1.0,1061.0,7793.0,219564.0,1940.0,6037.0,2017-04-07
5.0,3.0,3026.0,18058.0,829868.0,1964.0,6037.0,2017-06-14
3.0,2.0,1855.0,7700.0,434941.0,1987.0,6059.0,2017-07-14
2.0,2.0,1518.0,3898.0,534294.0,1939.0,6037.0,2017-03-31
3.0,2.5,2306.0,5700.0,312152.0,1971.0,6059.0,2017-07-07
3.0,1.0,1282.0,6614.0,919207.0,1927.0,6037.0,2017-06-21
2.0,3.0,1458.0,6350.0,233293.0,1936.0,6037.0,2017-07-28
3.0,2.0,2084.0,8833.0,806679.0,1959.0,6037.0,2017-04-28
4.0,3.0,3084.0,9700.0,686359.0,1977.0,6059.0,2017-07-14
3.0,2.0,1758.0,5324.0,143396.0,1965.0,6037.0,2017-06-23
3.0,2.0,1157.0,7595.0,186632.0,1969.0,6037.0,2017-08-22
3.0,2.0,1027.0,4152.0,248916.0,1924.0,6037.0,2017-06-28
4.0,2.5,2954.0,6010.0,461025.0,1974.0,6059.0,2017-04-12
2.0,1.0,960.0,18752.0,67488.0,1948.0,6037.0,2017-01-31
3.0,1.0,1190.0,6000.0,283587.0,1898.0,6037.0,2017-01-26
3.0,2.0,1219.0,7789.0,168585.0,1953.0,6037.0,2017-05-02
3.0,1.0,1092.0,6131.0,345000.0,1947.0,6037.0,2017-01-31
4.0,2.0,1901.0,15225.0,103670.0,1962.0,6059.0,2017-08-29
3.0,2.0,1417.0,6765.0,225780.0,1973.0,6037.0,2017-07-07
3.0,2.0,1677.0,5186.0,352473.0,1953.0,6037.0,2017-08-16
3.0,1.0,1174.0,7352.0,299490.0,1941.0,6037.0,2017-01-26
5.0,3.0,2152.0,8410.0,624534.0,1963.0,6037.0,2017-08-21
3.0,2.0,1043.0,7495.0,181715.0,1955.0,6037.0,2017-02-15
5.0,1.0,1928.0,6675.0,71350.0,1916.0,6059.0,2017-05-26
3.0,1.0,1430.0,5461.0,123177.0,1938.0,6037.0,2017-01-31
4.0,3.0,2780.0,13990.0,405988.0,1974.0,6037.0,2017-08-22
3.0,1.0,1097.0,7728.0,195592.0,1953.0,6037.0,2017-09-14
3.0,2.0,1158.0,6181.0,103334.0,1984.0,6037.0,2017-09-19
2.0,1.0,1196.0,5804.0,63241.0,1927.0,6037.0,2017-09-14
3.0,2.0,1629.0,6692.0,346336.0,1948.0,6037.0,2017-04-07
3.0,2.0,1268.0,6180.0,137761.0,1954.0,6059.0,2017-04-11
2.0,1.0,983.0,6852.0,248527.0,1948.0,6037.0,2017-04-06
3.0,2.0,1360.0,5200.0,274870.0,1971.0,6059.0,2017-07-13
4.0,2.0,1932.0,108957.0,862962.0,1979.0,6037.0,2017-03-20
3.0,2.0,1482.0,6461.0,304562.0,1924.0,6037.0,2017-08-11
4.0,2.0,1570.0,7131.0,86248.0,1960.0,6037.0,2017-04-28
4.0,2.0,1626.0,5440.0,480262.0,1975.0,6059.0,2017-04-13
3.0,2.0,1431.0,5000.0,288358.0,1971.0,6037.0,2017-03-31
2.0,2.0,1141.0,7378.0,157498.0,1954.0,6059.0,2017-04-25
4.0,2.0,2065.0,9200.0,467239.0,1957.0,6059.0,2017-04-14
3.0,1.0,1273.0,6022.0,81551.0,1940.0,6037.0,2017-03-22
5.0,4.0,3259.0,11107.0,434661.0,1968.0,6037.0,2017-06-13
3.0,2.0,1305.0,5691.0,59394.0,1970.0,6037.0,2017-02-02
2.0,2.0,1722.0,5766.0,438278.0,1929.0,6037.0,2017-05-11
4.0,2.0,1218.0,5404.0,53794.0,1955.0,6037.0,2017-05-22
3.0,2.0,2003.0,10489.0,539177.0,1976.0,6037.0,2017-08-07
4.0,3.5,3211.0,6120.0,175385.0,1971.0,6059.0,2017-04-13
4.0,3.0,2930.0,6346.0,677136.0,2003.0,6111.0,2017-04-21
2.0,2.0,1854.0,7051.0,233563.0,1990.0,6037.0,2017-05-04
3.0,2.0,1448.0,10861.0,132515.0,1956.0,6037.0,2017-03-10
3.0,2.0,1375.0,7020.0,97855.0,1974.0,6059.0,2017-07-13
3.0,2.0,1960.0,7967.0,721835.0,1955.0,6037.0,2017-06-20
3.0,2.0,1448.0,8330.0,390870.0,1958.0,6037.0,2017-07-03
5.0,2.0,1796.0,6000.0,411754.0,1975.0,6111.0,2017-07-20
3.0,2.5,1540.0,4194.0,382000.0,1990.0,6111.0,2017-03-09
3.0,2.0,1097.0,7560.0,499312.0,1963.0,6059.0,2017-02-22
3.0,2.0,1752.0,6561.0,382000.0,1948.0,6037.0,2017-03-30
3.0,2.0,1178.0,6546.0,211910.0,1939.0,6037.0,2017-08-15
4.0,2.0,1229.0,3813.0,432000.0,1952.0,6037.0,2017-05-17
2.0,1.0,1087.0,4721.0,321014.0,1938.0,6037.0,2017-01-18
4.0,2.0,1111.0,7306.0,426000.0,1954.0,6037.0,2017-04-07
3.0,2.0,1613.0,8447.0,335000.0,1949.0,6037.0,2017-06-30
4.0,3.0,1464.0,6684.0,429744.0,1949.0,6037.0,2017-05-17
3.0,2.0,855.0,3028.0,135227.0,1924.0,6037.0,2017-08-14
4.0,1.0,1303.0,7851.0,812349.0,1952.0,6037.0,2017-06-30
3.0,2.0,1376.0,6386.0,384886.0,1955.0,6059.0,2017-02-22
4.0,3.0,2578.0,8206.0,346693.0,1963.0,6037.0,2017-06-16
2.0,1.0,752.0,6158.0,290361.0,1949.0,6037.0,2017-04-05
3.0,3.0,1917.0,10119.0,856112.0,1948.0,6037.0,2017-08-11
3.0,2.0,1307.0,6082.0,194777.0,1956.0,6037.0,2017-02-09
4.0,3.0,1972.0,9231.0,512619.0,1962.0,6037.0,2017-04-28
3.0,2.0,1597.0,9495.0,85717.0,1973.0,6037.0,2017-05-03
3.0,2.0,1270.0,5551.0,242611.0,1952.0,6037.0,2017-03-27
4.0,3.0,2245.0,7503.0,449016.0,1940.0,6037.0,2017-01-20
3.0,2.0,1410.0,5004.0,534349.0,1951.0,6037.0,2017-03-22
2.0,1.0,912.0,7278.0,443792.0,1920.0,6037.0,2017-07-06
3.0,1.0,768.0,7465.0,134775.0,1906.0,6037.0,2017-05-11
4.0,2.5,2203.0,4500.0,883846.0,1994.0,6059.0,2017-08-30
3.0,1.5,1053.0,7202.0,429859.0,1956.0,6059.0,2017-02-21
3.0,2.0,1344.0,7200.0,493000.0,1957.0,6111.0,2017-01-04
2.0,1.0,1252.0,5095.0,169670.0,1926.0,6037.0,2017-01-20
5.0,3.0,2625.0,8307.0,286866.0,1965.0,6037.0,2017-01-12
2.0,1.0,1096.0,4219.0,107056.0,1939.0,6037.0,2017-05-08
3.0,3.0,1588.0,7652.0,164899.0,1987.0,6037.0,2017-01-17
3.0,2.0,1234.0,7198.0,44202.0,1955.0,6059.0,2017-05-25
3.0,1.0,960.0,5090.0,169744.0,1953.0,6037.0,2017-03-31
4.0,3.0,2769.0,22990.0,811695.0,1979.0,6059.0,2017-02-23
4.0,3.0,2267.0,5719.0,286000.0,1989.0,6037.0,2017-07-31
3.0,2.0,1809.0,5630.0,345291.0,2001.0,6037.0,2017-03-01
3.0,2.5,1938.0,5100.0,525317.0,1991.0,6059.0,2017-04-19
3.0,2.0,1281.0,4992.0,55453.0,1943.0,6037.0,2017-02-01
3.0,2.0,1450.0,10015.0,156831.0,1990.0,6037.0,2017-03-20
4.0,2.0,1933.0,6705.0,68541.0,1940.0,6037.0,2017-01-30
3.0,2.5,1704.0,18200.0,800000.0,1962.0,6059.0,2017-08-29
2.0,2.5,1614.0,1959.0,415498.0,2001.0,6059.0,2017-06-05
3.0,2.0,1460.0,5878.0,356113.0,1966.0,6037.0,2017-03-24
2.0,1.0,1213.0,6275.0,39559.0,1942.0,6037.0,2017-01-31
3.0,1.0,1225.0,5000.0,66422.0,1955.0,6037.0,2017-05-18
4.0,2.0,1440.0,5226.0,157425.0,1965.0,6037.0,2017-04-03
4.0,3.0,2632.0,8400.0,308934.0,1958.0,6111.0,2017-04-27
3.0,2.0,2160.0,6000.0,363522.0,1952.0,6037.0,2017-05-05
4.0,2.0,1639.0,8905.0,306397.0,1983.0,6037.0,2017-07-07
3.0,2.0,1637.0,6034.0,68093.0,1952.0,6037.0,2017-07-03
3.0,1.0,1589.0,7602.0,245686.0,1939.0,6037.0,2017-07-28
4.0,1.0,1851.0,9569.0,356441.0,1951.0,6037.0,2017-03-10
3.0,2.0,1237.0,3240.0,535874.0,1979.0,6059.0,2017-08-25
3.0,1.0,972.0,6600.0,210006.0,1950.0,6111.0,2017-04-27
3.0,3.0,2050.0,5192.0,248996.0,1977.0,6037.0,2017-04-04
2.0,2.0,1152.0,7302.0,245698.0,1952.0,6059.0,2017-05-26
2.0,2.0,1440.0,18584.0,246132.0,1952.0,6037.0,2017-05-12
2.0,2.0,1737.0,41425.0,756000.0,1941.0,6111.0,2017-04-26
3.0,2.0,1213.0,5125.0,218246.0,1976.0,6111.0,2017-06-12
4.0,2.0,1391.0,7424.0,522807.0,1949.0,6037.0,2017-01-10
3.0,2.0,1198.0,7805.0,115185.0,1983.0,6037.0,2017-06-18
3.0,2.0,1358.0,8434.0,191182.0,1991.0,6037.0,2017-05-04
4.0,3.0,2287.0,6967.0,244383.0,1990.0,6037.0,2017-07-31
3.0,2.0,1238.0,7564.0,227774.0,1958.0,6059.0,2017-05-26
4.0,2.0,1750.0,7000.0,291907.0,1975.0,6059.0,2017-02-23
2.0,1.0,1637.0,5324.0,815937.0,1936.0,6037.0,2017-01-26
3.0,2.0,2760.0,8201.0,166917.0,1940.0,6037.0,2017-01-25
4.0,2.0,1430.0,6600.0,58929.0,1964.0,6111.0,2017-01-04
3.0,3.0,2400.0,17982.0,451165.0,1998.0,6037.0,2017-07-07
3.0,2.0,1302.0,5156.0,223919.0,1957.0,6037.0,2017-06-30
4.0,2.5,2224.0,7000.0,452500.0,1959.0,6059.0,2017-02-21
4.0,3.0,1998.0,5066.0,658823.0,1946.0,6037.0,2017-01-10
2.0,1.0,641.0,4227.0,105489.0,1915.0,6111.0,2017-07-24
4.0,1.0,1574.0,5200.0,172732.0,1927.0,6037.0,2017-05-15
3.0,2.0,1870.0,10079.0,71933.0,1964.0,6111.0,2017-07-24
4.0,3.0,2044.0,9972.0,212414.0,1980.0,6037.0,2017-07-07
3.0,2.0,1352.0,6322.0,334058.0,1960.0,6111.0,2017-03-08
3.0,2.0,1400.0,9492.0,251246.0,1953.0,6037.0,2017-01-12
3.0,2.0,1620.0,6741.0,49539.0,1954.0,6037.0,2017-02-13
3.0,2.0,1344.0,6628.0,70614.0,1976.0,6037.0,2017-05-24
4.0,2.0,1813.0,6054.0,379683.0,1960.0,6037.0,2017-01-09
3.0,1.0,1047.0,5195.0,359530.0,1922.0,6037.0,2017-08-08
4.0,2.0,1774.0,8084.0,70195.0,1953.0,6037.0,2017-05-03
2.0,1.0,969.0,6074.0,256102.0,1948.0,6037.0,2017-01-18
4.0,3.0,2578.0,6084.0,554069.0,2004.0,6037.0,2017-03-02
4.0,4.0,3068.0,9643.0,839000.0,1989.0,6037.0,2017-07-27
3.0,2.0,1217.0,9424.0,50477.0,1963.0,6037.0,2017-01-30
4.0,2.0,1770.0,6908.0,251500.0,1948.0,6037.0,2017-08-23
3.0,2.0,1598.0,9171.0,237033.0,1964.0,6037.0,2017-07-26
5.0,3.0,2606.0,8800.0,328869.0,1986.0,6059.0,2017-07-14
3.0,2.0,1482.0,4818.0,141745.0,1985.0,6037.0,2017-06-16
3.0,2.0,1120.0,7691.0,108058.0,1963.0,6037.0,2017-07-31
4.0,2.0,1506.0,5000.0,511696.0,1974.0,6059.0,2017-04-13
3.0,2.0,1750.0,10593.0,413367.0,1948.0,6037.0,2017-02-01
2.0,2.0,1170.0,1950.0,164745.0,1972.0,6059.0,2017-04-12
3.0,2.0,1794.0,7027.0,563739.0,1948.0,6037.0,2017-01-19
3.0,2.0,1628.0,5850.0,487320.0,1990.0,6059.0,2017-07-07
4.0,2.5,2477.0,4200.0,401889.0,1989.0,6059.0,2017-07-14
4.0,2.0,1412.0,7943.0,72850.0,1962.0,6037.0,2017-02-15
4.0,2.0,2184.0,10561.0,407314.0,1923.0,6037.0,2017-08-11
2.0,2.0,2078.0,3509.0,725406.0,1952.0,6037.0,2017-01-22
2.0,1.0,894.0,6210.0,476193.0,1963.0,6059.0,2017-02-21
2.0,1.0,1121.0,4837.0,634917.0,1946.0,6037.0,2017-08-10
2.0,1.0,920.0,6098.0,373000.0,1954.0,6037.0,2017-08-21
5.0,3.0,2981.0,11305.0,384538.0,1963.0,6037.0,2017-08-18
3.0,2.0,1267.0,7548.0,77105.0,1952.0,6059.0,2017-07-12
4.0,2.5,2302.0,9880.0,541371.0,1964.0,6111.0,2017-04-24
3.0,1.0,1105.0,5856.0,363000.0,1912.0,6037.0,2017-05-15
3.0,2.0,1490.0,6137.0,256371.0,1964.0,6037.0,2017-08-22
4.0,3.0,2656.0,6117.0,350140.0,1999.0,6037.0,2017-03-17
4.0,3.0,2597.0,3391.0,633000.0,2005.0,6037.0,2017-07-20
2.0,1.0,848.0,7558.0,43235.0,1942.0,6037.0,2017-06-15
2.0,1.0,848.0,5070.0,529865.0,1949.0,6037.0,2017-05-05
4.0,2.0,1354.0,7309.0,266432.0,1964.0,6111.0,2017-07-24
4.0,2.0,1425.0,6755.0,335496.0,1949.0,6037.0,2017-01-10
3.0,2.0,1549.0,6802.0,171636.0,1989.0,6037.0,2017-03-17
3.0,2.0,1098.0,6065.0,72226.0,1955.0,6037.0,2017-05-05
4.0,3.0,2465.0,6000.0,798000.0,2012.0,6059.0,2017-05-31
2.0,2.0,1428.0,4999.0,226665.0,1952.0,6037.0,2017-06-29
3.0,2.5,1923.0,3150.0,593376.0,1998.0,6059.0,2017-08-30
3.0,2.0,1552.0,7557.0,348925.0,1907.0,6037.0,2017-08-17
3.0,2.0,1337.0,11687.0,260058.0,1952.0,6037.0,2017-08-15
2.0,2.0,1527.0,4801.0,131588.0,1924.0,6037.0,2017-03-24
3.0,2.5,2007.0,2938.0,785377.0,1998.0,6059.0,2017-08-25
4.0,2.0,1323.0,5446.0,288266.0,1956.0,6037.0,2017-05-22
4.0,1.0,1848.0,6226.0,225251.0,1950.0,6059.0,2017-02-16
3.0,2.0,1217.0,5657.0,137136.0,1993.0,6037.0,2017-01-17
3.0,2.0,1395.0,8364.0,415779.0,1948.0,6037.0,2017-06-27
5.0,2.5,2848.0,4860.0,786680.0,2001.0,6059.0,2017-04-21
3.0,2.0,1800.0,9308.0,577911.0,1951.0,6037.0,2017-07-27
3.0,2.0,1786.0,12848.0,572124.0,1960.0,6111.0,2017-03-10
5.0,2.5,2068.0,5867.0,109264.0,1969.0,6059.0,2017-07-11
3.0,2.0,1745.0,7695.0,550000.0,1956.0,6059.0,2017-08-29
2.0,2.0,1581.0,9058.0,450390.0,1955.0,6059.0,2017-05-26
4.0,2.0,1300.0,5348.0,148496.0,1927.0,6037.0,2017-05-11
4.0,2.0,1830.0,15165.0,499320.0,1979.0,6111.0,2017-01-05
5.0,3.0,1470.0,6290.0,109499.0,1925.0,6037.0,2017-02-01
3.0,2.0,1402.0,27520.0,75468.0,1986.0,6037.0,2017-01-17
2.0,2.0,1994.0,6921.0,801359.0,1950.0,6037.0,2017-03-22
4.0,3.0,2386.0,8412.0,609000.0,1961.0,6037.0,2017-02-15
4.0,3.0,2661.0,9649.0,456208.0,1967.0,6037.0,2017-02-08
4.0,3.0,2503.0,11610.0,440828.0,1986.0,6059.0,2017-02-23
4.0,2.5,2357.0,4160.0,840000.0,1995.0,6059.0,2017-04-18
4.0,2.0,1680.0,10918.0,541000.0,1958.0,6037.0,2017-07-28
3.0,2.5,1894.0,9611.0,388325.0,1975.0,6059.0,2017-04-11
3.0,1.0,924.0,6497.0,41735.0,1956.0,6037.0,2017-07-07
3.0,1.0,1476.0,8170.0,67469.0,1945.0,6037.0,2017-09-14
3.0,3.0,2925.0,6050.0,504939.0,1994.0,6059.0,2017-04-17
3.0,2.0,1157.0,7012.0,150000.0,1972.0,6037.0,2017-08-01
2.0,1.0,1340.0,7506.0,679889.0,1944.0,6037.0,2017-01-19
3.0,2.5,2120.0,5239.0,480440.0,1988.0,6111.0,2017-06-12
2.0,3.0,1724.0,4995.0,109070.0,1956.0,6037.0,2017-01-19
2.0,1.0,804.0,5532.0,241199.0,1950.0,6037.0,2017-06-20
2.0,1.0,1204.0,7542.0,389000.0,1947.0,6037.0,2017-07-03
4.0,3.0,2545.0,11067.0,614000.0,1956.0,6037.0,2017-03-16
3.0,2.0,1479.0,12093.0,339549.0,1972.0,6059.0,2017-05-31
3.0,2.0,1435.0,4649.0,761470.0,1958.0,6037.0,2017-03-28
3.0,2.0,1767.0,5652.0,468500.0,1990.0,6037.0,2017-03-17
3.0,2.0,1865.0,6614.0,113237.0,1952.0,6037.0,2017-01-19
3.0,2.0,1751.0,7630.0,76176.0,1956.0,6037.0,2017-05-03
3.0,2.0,1692.0,6000.0,273674.0,1959.0,6059.0,2017-07-07
4.0,3.0,1550.0,5263.0,418000.0,1988.0,6037.0,2017-01-11
2.0,1.0,754.0,4800.0,280727.0,1923.0,6037.0,2017-06-30
4.0,3.0,2358.0,6922.0,538000.0,1999.0,6037.0,2017-05-04
2.0,2.0,1536.0,3465.0,400489.0,1973.0,6059.0,2017-05-31
3.0,2.0,1358.0,6228.0,212171.0,1959.0,6037.0,2017-05-23
4.0,2.0,1669.0,5742.0,419298.0,1968.0,6059.0,2017-08-25
3.0,1.0,1078.0,7481.0,344836.0,1951.0,6037.0,2017-05-05
4.0,3.0,2131.0,4997.0,397061.0,1977.0,6037.0,2017-08-24
4.0,4.0,2888.0,11552.0,710894.0,1956.0,6037.0,2017-04-10
4.0,2.0,1789.0,8960.0,170264.0,1963.0,6059.0,2017-07-12
2.0,1.0,1064.0,6866.0,231895.0,1950.0,6037.0,2017-02-13
2.0,1.0,760.0,2500.0,138769.0,1953.0,6037.0,2017-01-19
4.0,2.5,2231.0,7219.0,900914.0,2002.0,6059.0,2017-04-21
4.0,2.0,1638.0,8500.0,185005.0,1963.0,6111.0,2017-09-11
3.0,2.0,1627.0,7461.0,278815.0,1960.0,6037.0,2017-01-25
3.0,2.0,1870.0,12362.0,494109.0,1959.0,6037.0,2017-01-12
2.0,1.0,918.0,646.0,163584.0,1982.0,6059.0,2017-08-30
2.0,1.0,1054.0,4918.0,84522.0,1940.0,6037.0,2017-01-31
4.0,2.0,1657.0,5142.0,287500.0,2003.0,6037.0,2017-06-23
3.0,1.0,1189.0,5740.0,465007.0,1969.0,6037.0,2017-02-02
3.0,3.0,982.0,5954.0,235473.0,1949.0,6037.0,2017-05-17
4.0,2.0,1912.0,6942.0,314378.0,1953.0,6059.0,2017-08-29
2.0,2.5,1673.0,4500.0,620000.0,1983.0,6059.0,2017-07-12
5.0,3.0,2649.0,8989.0,715000.0,1968.0,6037.0,2017-07-03
3.0,1.0,1241.0,5420.0,289947.0,1943.0,6037.0,2017-02-06
4.0,3.0,2164.0,7462.0,317821.0,1969.0,6037.0,2017-04-07
4.0,3.0,2082.0,5309.0,714290.0,1969.0,6037.0,2017-03-31
2.0,1.0,788.0,5361.0,173337.0,1924.0,6037.0,2017-08-09
3.0,2.0,1654.0,7354.0,620056.0,1949.0,6037.0,2017-01-30
4.0,2.5,2591.0,4800.0,870069.0,1994.0,6059.0,2017-02-27
2.0,1.0,912.0,5152.0,284460.0,1923.0,6037.0,2017-08-08
3.0,2.5,1816.0,8200.0,380724.0,1948.0,6111.0,2017-07-24
3.0,2.0,1795.0,8250.0,274128.0,1956.0,6059.0,2017-04-11
5.0,2.0,2078.0,13037.0,119721.0,1963.0,6037.0,2017-01-12
4.0,3.0,1995.0,11524.0,113656.0,1966.0,6037.0,2017-08-08
4.0,3.0,2838.0,23140.0,309948.0,1990.0,6037.0,2017-06-16
5.0,3.0,2279.0,5030.0,533006.0,1927.0,6037.0,2017-02-01
3.0,3.0,1897.0,10660.0,530519.0,1955.0,6059.0,2017-04-14
2.0,1.0,675.0,5190.0,197687.0,1950.0,6037.0,2017-03-21
3.0,1.0,1016.0,4875.0,129280.0,1944.0,6037.0,2017-04-03
4.0,2.0,2235.0,5004.0,559000.0,1969.0,6037.0,2017-06-29
4.0,2.0,1916.0,6500.0,82774.0,1972.0,6059.0,2017-02-21
4.0,3.0,2302.0,6858.0,294086.0,1993.0,6037.0,2017-05-04
3.0,2.0,1384.0,6157.0,103297.0,1953.0,6037.0,2017-03-22
4.0,3.0,2456.0,8257.0,315507.0,1978.0,6037.0,2017-05-23
3.0,2.0,1390.0,5003.0,434491.0,1954.0,6037.0,2017-01-19
3.0,2.0,1429.0,8460.0,490679.0,1972.0,6037.0,2017-05-04
3.0,2.0,1243.0,13000.0,276272.0,1963.0,6111.0,2017-09-11
3.0,2.0,1555.0,7146.0,532308.0,1955.0,6037.0,2017-06-30
3.0,1.0,964.0,5196.0,260929.0,1953.0,6037.0,2017-02-07
3.0,2.0,1189.0,7612.0,190116.0,1954.0,6037.0,2017-02-16
3.0,2.0,1364.0,6558.0,124129.0,1962.0,6037.0,2017-05-17
4.0,1.0,1190.0,5345.0,281384.0,1917.0,6037.0,2017-05-17
4.0,2.5,2330.0,5200.0,109654.0,1967.0,6059.0,2017-07-11
3.0,2.0,1440.0,6100.0,118139.0,1955.0,6111.0,2017-03-07
3.0,2.5,2366.0,5996.0,413842.0,1978.0,6059.0,2017-07-12
2.0,1.0,736.0,5572.0,199531.0,1949.0,6037.0,2017-02-10
3.0,2.0,1226.0,8936.0,296464.0,1975.0,6037.0,2017-01-13
4.0,2.0,1201.0,7003.0,391610.0,1972.0,6111.0,2017-03-08
4.0,2.0,1795.0,13842.0,79896.0,1964.0,6037.0,2017-06-05
2.0,2.0,1455.0,8290.0,197893.0,1941.0,6037.0,2017-05-16
2.0,1.0,991.0,5550.0,246454.0,1949.0,6037.0,2017-08-18
